grade,grade_s,seq_no,l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,909,S30,1506,6,0.02,1.053,0.027,39,23.61991192,47,1553,2.79,2348.11,58.08,7.15,248.99,124.495,25273743.12
F,980,S05,1508,7,0.018,0.72,0.016,45,35.77449321,54,1562,2.62,2344.8,57.95,2.38,249.7,124.85,8946038.473
F,909,S10,1506,11,0.015,1.016,0.023,44.17391304,26.82423957,57,1563,2.9,2349.77,58.24,7.11,247.81,123.905,24196148.88
F,909,S15,1506,6,0.024,1.04,0.023,45.2173913,26.82423957,32,1538,2.99,2351.92,57.99,6.54,245.29,122.645,21606200.19
F,909,S29,1506,8,0.037,1.043,0.027,38.62962963,23.61991192,55,1561,2.9,2353.76,57.84,7.28,239.38,119.69,24816746.81
F,909,M,1506,8,0.018,1.042,0.022,47.36363636,27.78715793,86,1592,2.25,2345.38,57.61,6.56,245.44,122.72,28719959.89
F,909,S05,1506,12,0.019,1.48,0.008,185,62.00271238,34,1540,3.09,2348.07,58.03,7.43,240.31,120.155,23713227.32
F,909,S10,1506,7,0.027,1.081,0.031,34.87096774,21.1678094,55,1561,3.05,2349.24,57.96,7.19,240.67,120.335,23259786.73
F,909,S20,1506,8,0.028,1.04,0.029,35.86206897,22.31802259,50,1556,2.8,2350.6,58.02,6.98,241.01,120.505,24610782
F,909,S25,1506,12,0.029,1,0.029,34.48275862,22.31802259,45,1551,2.73,2355.64,58.02,6.87,240.52,120.26,24897302.77
F,980,M,1508,7,0.024,0.745,0.027,27.59259259,23.61991192,75,1583,2.33,2342.04,57.61,6.66,243.08,121.54,28116542.01
F,909,S05,1506,10,0.023,1.08,0.031,34.83870968,21.1678094,50,1556,2.83,2349.69,57.76,7.33,244.32,122.16,25560973.97
F,909,S10,1506,6,0.026,1.03,0.03,34.33333333,21.72572514,36,1542,2.72,2350.41,57.95,6.98,240.73,120.365,25332580.72
F,909,S14,1506,6,0.037,1.051,0.027,38.92592593,23.61991192,59,1565,2.67,2348.32,58.03,7.1,240.55,120.275,26227304.27
F,909,M,1506,12,0.03,1.053,0.021,50.14285714,28.83191546,71,1577,2.2,2342.1,57.46,6.53,244.82,122.41,29197470.27
F,909,S05,1506,11,0.018,1.065,0.02,53.25,29.96988564,45,1551,2.83,2344.65,57.87,7.09,238.53,119.265,24671020.39
F,909,S10,1506,6,0.025,1.045,0.034,30.73529412,19.67192734,42,1548,2.54,2346.47,57.91,6.67,239.94,119.97,25879531.72
F,909,S25,1506,10,0.02,1.04,0.029,35.86206897,22.31802259,41,1547,2.68,2344.04,57.85,7.02,239.7,119.85,25787938.57
F,980,M,1508,9,0.021,0.778,0.015,51.86666667,37.65403131,69,1577,2.29,2323.69,57.71,6.67,240.39,120.195,28426136.1
F,1071,S05,1505,10,0.031,1.033,0.023,44.91304348,26.82423957,32,1537,2.9,2330.73,58.16,7.18,241.3,120.65,24236377.2
F,909,S10,1506,10,0.025,1.046,0.025,41.84,25.10710746,195,1701,2.77,2331.34,57.91,7.11,238.24,119.12,25133023.49
F,909,S15,1506,5,0.031,1.033,0.026,39.73076923,24.33786233,41,1547,2.77,2333.41,58.16,7.04,239.17,119.585,24907677.57
F,909,S20,1506,4,0.026,1.021,0.025,40.84,25.10710746,42,1548,2.55,2328.6,57.93,6.96,240.25,120.125,26693974.59
F,980,S25,1508,12,0.024,0.74,0.03,24.66666667,21.72572514,50,1558,2.59,2327.84,58.01,6.82,238.65,119.325,25744652.11
F,909,S30,1506,10,0.031,1.015,0.028,36.25,22.94811947,52,1558,2.86,2335.01,58.04,7.47,238.07,119.035,25614896.41
F,909,M,1506,12,0.032,1.036,0.024,43.16666667,25.93359266,76,1582,2.35,2324.66,57.44,7,240.39,120.195,29082980.43
F,980,S05,1508,9,0.032,0.727,0.032,22.71875,20.64126415,47,1555,2.87,2333.3,57.93,7.16,238.66,119.33,24448431.22
F,980,S10,1508,9,0.026,0.715,0.028,25.53571429,22.94811947,35,1543,2.71,2332.19,58.04,6.54,238.65,119.325,23638595.91
F,980,S15,1508,7,0.028,0.765,0.027,28.33333333,23.61991192,29,1537,3.06,2334.25,58.02,7.26,238.05,119.025,23260114.71
F,980,S20,1508,7,0.025,0.735,0.029,25.34482759,22.31802259,47,1555,3.04,2327.87,57.67,7.39,238.35,119.175,23767246.4
F,980,S30,1508,7,0.035,0.758,0.028,27.07142857,22.94811947,42,1550,2.74,2331.92,57.84,6.83,238.22,119.11,24413670.48
F,980,M,1508,8,0.02,0.734,0.018,40.77777778,32.58285073,85,1593,2.3,2325.72,57.59,6.16,240.81,120.405,26161316.45
F,980,S05,1508,9,0.021,0.731,0.028,26.10714286,22.94811947,42,1550,2.71,2330.51,57.94,6.85,239.93,119.965,24741244.54
F,980,S10,1508,9,0.04,0.732,0.023,31.82608696,26.82423957,37,1545,2.58,2331.65,57.98,6.66,238.57,119.285,25279423.95
F,980,S15,1508,11,0.022,0.732,0.031,23.61290323,21.1678094,55,1563,2.86,2333.92,57.98,6.9,237.36,118.68,23649301.26
F,980,S10,1508,8,0.022,0.753,0.024,31.375,25.93359266,59,1567,3.19,2359.29,58.24,7.89,319.23,159.615,24508511.61
F,909,S25,1506,6,0.018,1.049,0.02,52.45,29.96988564,59,1565,2.73,2355.87,58.12,7.37,315.87,157.935,26711941.38
F,909,M,1506,8,0.03,1.046,0.023,45.47826087,26.82423957,77,1583,2.27,2352.91,57.52,7.36,289.07,144.535,32041036.97
F,909,S05,1506,6,0.022,1.046,0.024,43.58333333,25.93359266,41,1547,2.98,2356.91,57.95,7.44,312.14,156.07,24714336.81
F,909,S10,1506,7,0.015,1.068,0.019,56.21052632,31.21470086,42,1548,2.39,2353.43,58.09,6.68,309.7,154.85,27626707.98
F,909,S15,1506,6,0.027,1.028,0.026,39.53846154,24.33786233,54,1560,2.45,2351.9,58.12,6.66,313.41,156.705,26851978.29
F,909,S25,1506,7,0.03,1.044,0.027,38.66666667,23.61991192,38,1544,2.34,2351.01,58.06,6.21,304.79,152.395,26204719.15
F,909,S30,1506,7,0.02,1.057,0.026,40.65384615,24.33786233,43,1549,2.84,2353.1,58.03,6.76,302.95,151.475,23524371.55
F,980,M,1508,11,0.018,0.773,0.024,32.20833333,25.93359266,134,1642,2.29,2344.85,57.53,7.03,305.76,152.88,30233205.72
F,909,S15,1506,9,0.025,1.067,0.027,39.51851852,23.61991192,45,1551,2.42,2348.9,58.11,6.67,303.07,151.535,27190944.05
F,909,S20,1506,4,0.024,1.026,0.029,35.37931034,22.31802259,39,1545,2.88,2351.4,58.18,7.12,305.82,152.91,24415370
F,909,S05,1506,5,0.019,1.041,0.025,41.64,25.10710746,36,1542,3.26,2344.98,58.39,7.47,302.26,151.13,22567914.88
F,909,S10,1506,5,0.021,1.022,0.021,48.66666667,28.83191546,38,1544,3.07,2348.61,58.14,7.28,302.25,151.125,23391237.58
F,909,S15,1506,2,0.021,1.135,0.022,51.59090909,27.78715793,42,1548,2.93,2348.21,58.03,7.04,302.71,151.355,23696885.08
F,909,S33,1506,8,0.031,1.04,0.03,34.66666667,21.72572514,46,1552,2.91,2346.2,58.06,7.08,302.81,151.405,23974777.73
F,909,M,1506,11,0.024,1.074,0.02,53.7,29.96988564,74,1580,2.26,2344.8,57.71,7.1,276.59,138.295,30938909.73
F,909,S05,1506,5,0.026,1.045,0.022,47.5,27.78715793,34,1540,3.15,2349.22,58.1,7.46,298.23,149.115,23366908.27
F,909,S10,1506,5,0.023,1.039,0.028,37.10714286,22.94811947,42,1548,3.03,2344.57,57.9,7.42,298.83,149.415,24114250.65
F,980,S15,1508,8,0.029,0.951,0.028,33.96428571,22.94811947,26,1534,2.7,2344.74,58.2,7.12,304.08,152.04,25969298.13
F,909,S20,1506,5,0.018,1.043,0.025,41.72,25.10710746,60,1566,2.91,2344.55,57.69,7.57,296.83,148.415,25616021.55
F,909,S30,1506,2,0.023,1.066,0.03,35.53333333,21.72572514,52,1558,3.04,2345.71,58.05,7.56,301.27,150.635,24500323.66
F,909,M,1506,1,0.029,1.064,0.032,33.25,20.64126415,70,1576,2.33,2340.58,57.62,7.09,297.29,148.645,29913215.12
F,980,S10,1508,5,0.028,0.751,0.025,30.04,25.10710746,54,1562,2.94,2346.4,57.84,7.65,298.14,149.07,25642800
F,980,S15,1508,6,0.03,0.74,0.021,35.23809524,28.83191546,63,1571,2.98,2345.43,57.95,7.67,298.73,149.365,25354255.71
F,980,S20,1508,6,0.022,0.756,0.028,27,22.94811947,47,1555,2.75,2344.51,57.92,7.06,297.68,148.84,25279785.64
F,980,S25,1508,6,0.024,0.74,0.027,27.40740741,23.61991192,38,1546,2.86,2347.76,57.85,7.2,297.9,148.95,24823867.97
F,980,M,1508,13,0.019,0.753,0.023,32.73913043,26.82423957,61,1569,2.32,2343.48,57.52,7.13,298.7,149.35,30249074.17
F,980,S05,1508,9,0.026,0.743,0.03,24.76666667,21.72572514,46,1554,2.76,2346.6,57.98,7.36,300.35,150.175,26281920
F,980,S10,1508,8,0.015,0.715,0.021,34.04761905,28.83191546,46,1554,2.36,2348.65,57.9,6.46,300.58,150.29,27001513.47
F,980,S15,1508,5,0.024,0.785,0.024,32.70833333,25.93359266,37,1545,2.33,2344.98,58.05,6.37,301.28,150.64,26926006.4
F,980,S20,1508,9,0.027,0.754,0.021,35.9047619,28.83191546,42,1550,3.19,2344.25,57.94,7.53,297.87,148.935,23241144.36
F,980,S30,1508,6,0.016,0.8,0.018,44.44444444,32.58285073,38,1546,3.03,2343.58,57.9,3.99,299.06,149.53,12961621.66
F,976,M,1510,8,0.023,1.046,0.015,69.73333333,37.65403131,71,1581,2.28,2341.67,57.8,6.62,286.91,143.455,28556049.42
F,980,S05,1508,11,0.023,0.744,0.023,32.34782609,26.82423957,54,1562,2.81,2341.36,57.68,7.05,300.86,150.43,24671768.54
F,980,S15,1508,4,0.021,0.75,0.02,37.5,29.96988564,42,1550,3.01,2346.63,57.83,7.32,300.41,150.205,23968369.67
F,980,M,1508,8,0.014,0.748,0.014,53.42857143,39.77262916,57,1565,2.53,2339.93,58.01,6.98,302.43,151.215,27113592.05
F,980,S10,1508,6,0.026,0.734,0.026,28.23076923,24.33786233,46,1554,2.73,2342.23,57.94,7.14,301.86,150.93,25728495.69
F,980,S15,1508,3,0.025,0.742,0.032,23.1875,20.64126415,58,1566,3.16,2341.06,57.87,7.53,302.85,151.425,23429861.89
F,980,S30,1508,10,0.035,0.768,0.032,24,20.64126415,25,1533,2.79,2344.86,58.13,6.49,299.29,149.645,22909030.06
F,980,M,1508,13,0.022,0.747,0.02,37.35,29.96988564,67,1575,2.5,2343.7,57.62,7.05,297.03,148.515,27758782.8
F,980,S15,1508,9,0.025,0.742,0.028,26.5,22.94811947,50,1558,2.89,2354.31,57.82,7.06,293.98,146.99,24155709.38
F,980,S25,1508,8,0.022,0.79,0.028,28.21428571,22.94811947,46,1554,2.57,2351.76,57.87,6.77,293.46,146.73,26019433.4
F,980,S30,1508,5,0.024,0.756,0.026,29.07692308,24.33786233,41,1549,3.05,2350.92,57.99,7.54,292.39,146.195,24409486.74
F,980,S10,1508,2,0.024,0.752,0.031,24.25806452,21.1678094,40,1548,3.15,2353.44,57.92,7.1,292.21,146.105,22279232
F,980,S20,1508,6,0.019,0.793,0.027,29.37037037,23.61991192,192,1700,2.45,2352.62,58.1,6.71,291.45,145.725,27061851.77
F,980,S30,1508,4,0.023,0.764,0.027,28.2962963,23.61991192,45,1553,2.32,2354.22,57.88,6.28,295.45,147.725,26765046
F,980,S05,1508,4,0.017,0.785,0.018,43.61111111,32.58285073,23,1531,3.15,2357.77,57.88,6.73,292.13,146.065,21157056.13
F,980,M,1508,6,0.02,0.757,0.022,34.40909091,27.78715793,64,1572,2.28,2335.87,57.81,6.4,288.65,144.325,27538677.89
F,980,S29,1508,8,0.023,0.787,0.035,22.48571429,19.22466134,57,1565,2.51,2334.97,58.07,6.48,266.69,133.345,25318144.83
F,980,S14,1508,8,0.022,0.734,0.028,26.21428571,22.94811947,57,1565,2.35,2336.83,58.05,6.44,318.18,159.09,26896416.1
F,980,S20,1508,5,0.025,0.862,0.036,23.94444444,18.79974161,38,1546,2.29,2338.79,57.9,6.13,299.64,149.82,26294535.96
F,909,S10,1506,7,0.031,1.007,0.023,43.7826087,26.82423957,37,1543,2.4,2335.63,58.13,6.26,319.17,159.585,25586826.65
F,909,S15,1506,11,0.027,1.023,0.029,35.27586207,22.31802259,50,1556,2.34,2326.99,58.13,6.57,270.91,135.455,27440582.08
F,909,M,1506,2,0.031,1.07,0.029,36.89655172,22.31802259,67,1573,2.3,2325.7,57.8,6.09,278.38,139.19,25863806.35
F,909,M,1506,4,0.028,1.028,0.029,35.44827586,22.31802259,189,1695,2.39,2247.82,57.86,7.01,310.45,155.225,27690508.97
F,909,M,1506,5,0.035,1.055,0.017,62.05882353,34.09448306,76,1582,2.41,2250.68,57.79,7.37,277.68,138.84,28907696.56
F,980,S05,1508,6,0.03,0.754,0.027,27.92592593,23.61991192,195,1703,2.54,2253.35,57.97,6.84,268.15,134.075,25485920.79
F,909,M,1506,3,0.025,1.055,0.025,42.2,25.10710746,57,1563,2.24,2259.42,57.47,7.24,276.79,138.395,30671626.5
F,909,M,1506,12,0.027,1.1,0.012,91.66666667,44.94691449,83,1589,2.43,2261.18,57.75,7.14,300.73,150.365,27904636.15
F,909,M,1506,11,0.019,1.025,0.017,60.29411765,34.09448306,59,1565,2.4,2262.71,57.24,6.8,293.15,146.575,26926249
F,909,S15,1506,6,0.028,1.048,0.028,37.42857143,22.94811947,41,1547,3.01,2263.59,58.27,7.33,319.67,159.835,23151787.95
F,909,S20,1506,9,0.036,1.04,0.028,37.14285714,22.94811947,38,1544,2.58,2264.59,58.16,6.72,277.48,138.74,24773561.3
F,909,S25,1506,5,0.027,1.075,0.029,37.06896552,22.31802259,43,1549,2.61,2266.66,57.94,6.95,319.09,159.545,25350117.01
F,909,M,1506,8,0.021,1.044,0.022,47.45454545,27.78715793,73,1579,2.4,2261.3,57.67,7.31,302.56,151.28,28927680.25
F,909,S05,1506,3,0.025,1.042,0.029,35.93103448,22.31802259,48,1554,2.89,2260.68,57.85,7.65,319.62,159.81,25133442.35
F,909,S10,1506,2,0.021,1.052,0.033,31.87878788,20.1434254,35,1541,3.55,2259.21,58.26,8.24,288.1,144.05,22024433.71
F,909,S15,1506,7,0.031,1.085,0.029,37.4137931,22.31802259,37,1543,2.84,2263.09,57.92,7.25,319.37,159.685,24264468.49
F,976,M,1510,7,0.019,0.995,0.024,41.45833333,25.93359266,76,1586,2.34,2255.65,57.51,6.6,302.27,151.135,26720776.92
F,980,S11,1508,2,0.017,0.746,0.024,31.08333333,25.93359266,50,1558,2.76,2258.49,57.98,7.08,317.98,158.99,24332774.87
F,980,S15,1508,4,0.018,0.722,0.027,26.74074074,23.61991192,49,1557,3.06,2256.04,57.93,7.34,317.19,158.595,22728497.1
F,980,S20,1508,6,0.028,0.743,0.027,27.51851852,23.61991192,45,1553,2.52,2259.63,58.13,6.6,318.29,159.145,24855930
F,980,S24,1508,8,0.024,0.735,0.029,25.34482759,22.31802259,49,1557,3.24,2253.37,57.96,7.87,318.98,159.49,22988546.91
F,980,M,1508,14,0.032,0.736,0.019,38.73684211,31.21470086,73,1581,2.67,2253.3,57.8,7.35,317.03,158.515,26052198.88
F,980,S05,1508,6,0.025,0.724,0.023,31.47826087,26.82423957,37,1545,2.86,2255.29,57.83,6.98,314.38,157.19,23117511.06
F,980,S15,1508,7,0.023,0.753,0.017,44.29411765,34.09448306,50,1558,3.25,2255.23,57.99,7.81,316.84,158.42,22761862.91
F,980,S25,1508,13,0.023,0.779,0.017,45.82352941,34.09448306,62,1570,2.94,2253.54,58.13,7.89,310.48,155.24,25400615.14
F,980,S05,1508,6,0.034,0.742,0.022,33.72727273,27.78715793,63,1571,2.76,2255.76,58.2,7.12,316.62,158.31,24440669.22
F,980,S05,1508,7,0.03,0.713,0.023,31,26.82423957,48,1556,2.8,2255.47,58.21,7.17,310.68,155.34,24257579.85
F,909,M,1506,10,0.022,1.045,0.023,45.43478261,26.82423957,61,1567,2.29,2252.52,57.86,7.23,282.9,141.45,29869005.38
F,909,S15,1506,2,0.029,1.038,0.025,41.52,25.10710746,58,1564,3.18,2250.27,57.8,8.07,308.42,154.21,23984481.57
F,909,S20,1506,5,0.024,1.038,0.027,38.44444444,23.61991192,27,1533,2.89,2250.2,57.72,7.51,307.65,153.825,24559103.25
F,909,M,1506,5,0.024,1.08,0.021,51.42857143,28.83191546,72,1578,2.28,2248.44,57.56,6.99,298.58,149.29,28951623.47
F,909,S10,1506,7,0.026,1.09,0.025,43.6,25.10710746,54,1560,2.68,2254.69,57.8,7.46,296.83,148.415,26359681.75
F,909,S20,1506,2,0.033,1.045,0.026,40.19230769,24.33786233,44,1550,2.96,2250.18,57.96,7.62,295.27,147.635,24329311.05
F,909,S24,1506,4,0.021,1.013,0.03,33.76666667,21.72572514,50,1556,3.01,2251.93,58.04,7.58,292.16,146.08,23818087.53
F,909,S30,1506,7,0.023,1.056,0.025,42.24,25.10710746,50,1556,2.91,2254.61,58.06,7.41,287.38,143.69,24112705.3
F,909,M,1506,9,0.034,1.087,0.011,98.81818182,48.15942887,66,1572,2.33,2251.92,57.57,6.69,291.66,145.83,27156415.52
F,909,S10,1506,8,0.03,1.055,0.028,37.67857143,22.94811947,49,1555,2.83,2254.54,58.01,7.35,293.31,146.655,24592809.12
F,909,S20,1506,10,0.026,1.074,0.017,63.17647059,34.09448306,49,1555,2.84,2254.88,58.05,7.32,295.77,147.885,24409869.97
F,909,S25,1506,7,0.027,1.03,0.033,31.21212121,20.1434254,35,1541,2.94,2254.82,58.18,6.92,292.17,146.085,22290506.29
F,980,S05,1508,7,0.024,0.763,0.02,38.15,29.96988564,50,1558,2.89,2254.26,57.85,7.13,295.45,147.725,23358501.72
F,980,S10,1508,9,0.014,0.701,0.018,38.94444444,32.58285073,26,1534,2.67,2251.11,57.94,6.78,301.85,150.925,24008467.55
F,980,S20,1508,4,0.024,0.76,0.025,30.4,25.10710746,51,1559,2.99,2249.09,57.91,7.77,300.16,150.08,24547425.77
F,980,S25,1508,6,0.018,0.783,0.027,29,23.61991192,23,1531,3.03,2251.89,58.06,7.26,300.34,150.17,22661594.02
F,980,M,1508,14,0.024,0.728,0.018,40.44444444,32.58285073,73,1581,2.29,2250.02,57.45,6.72,284.27,142.135,27731250.86
F,980,S05,1508,9,0.019,0.75,0.025,30,25.10710746,54,1562,2.65,2254.52,58.14,6.8,294.88,147.44,24297770.26
F,980,M,1508,12,0.025,0.787,0.028,28.10714286,22.94811947,59,1567,2.23,2248.77,57.74,6.96,269.47,134.735,29478046.92
F,980,M,1508,5,0.018,0.724,0.016,45.25,35.77449321,56,1564,2.3,2250,57.68,5.97,294.98,147.49,24528913.04
F,980,M,1508,3,0.02,0.763,0.02,38.15,29.96988564,54,1562,2.29,2245.77,57.79,6.84,289.19,144.595,28173135.62
F,980,S05,1508,3,0.033,0.73,0.017,42.94117647,34.09448306,44,1552,2.84,2251.49,57.97,7.31,301.75,150.875,24339875.35
F,980,S10,1508,4,0.016,0.8,0.008,100,62.00271238,45,1553,3.19,2252.76,58.06,7.52,300.38,150.19,22304442.58
F,980,S19,1508,5,0.034,0.735,0.03,24.5,21.72572514,59,1567,2.75,2248.91,58.09,7.21,300,150,24764179.13
F,980,S30,1508,8,0.027,0.763,0.028,27.25,22.94811947,57,1565,2.96,2246.74,58.2,7.68,305.62,152.81,24483393.73
F,980,M,1508,6,0.039,0.717,0.021,34.14285714,28.83191546,70,1578,2.22,2249.86,57.59,7.15,260.85,130.425,30433917.03
F,980,M,1508,8,0.02,0.742,0.029,25.5862069,22.31802259,56,1564,2.33,2249.76,57.66,6.75,304.25,152.125,27373689.27
F,980,S10,1508,9,0.019,0.743,0.021,35.38095238,28.83191546,48,1556,2.83,2252.25,58.15,7.31,301.83,150.915,24434127.03
F,980,S20,1508,8,0.025,0.81,0.024,33.75,25.93359266,47,1555,2.95,2254.24,57.81,7.15,302.19,151.095,22947399.05
F,980,S30,1508,13,0.034,0.878,0.032,27.4375,20.64126415,32,1540,2.66,2251.35,58.19,7.11,306.58,153.29,25274366.05
F,980,M,1508,16,0.015,0.735,0.021,35,28.83191546,76,1584,2.28,2274.44,57.6,7.7,298.75,149.375,32261135.79
F,980,S10,1508,10,0.017,0.87,0.03,29,21.72572514,44,1552,2.69,2283.77,58.23,7.29,261.17,130.585,25994226.71
F,980,M,1508,8,0.023,0.749,0.021,35.66666667,28.83191546,64,1572,2.29,2299.42,57.58,7.41,241.75,120.875,31250021.5
F,1086,M,1502,6,0.025,0.727,0.01,72.7,51.94243253,75,1577,2.22,2293.06,57.81,6.94,247.6,123.8,30107258.05
F,1086,S05,1502,6,0.014,0.702,0.009,78,56.47110389,59,1561,2.3,2298.7,58.05,6.93,240.4,120.2,29089548.78
F,1086,S09,1502,5,0.018,0.689,0.01,68.9,51.94243253,57,1559,2.62,2300.31,57.99,7.7,249.01,124.505,28393902.82
F,1086,S20,1502,4,0.012,0.715,0.009,79.44444444,56.47110389,33,1535,2.48,2295.6,58.11,7.26,234.85,117.425,28224772.26
F,1086,S25,1502,5,0.019,0.725,0.016,45.3125,35.77449321,53,1555,2.7,2300.31,58.07,7.7,255.07,127.535,27552602
F,1088,S10,1514,2,0.023,0.523,0.013,40.23076923,42.18126779,41,1555,2.07,2294.72,58,5.42,212.97,106.485,25235268.64
F,1088,M,1514,7,0.016,0.513,0.008,64.125,62.00271238,57,1571,2.67,2294.66,57.71,6.03,255.77,127.885,21765752.49
F,1088,M,1514,5,0.021,0.52,0.007,74.28571429,68.93209842,73,1587,2.54,2294.26,57.74,6.74,242.76,121.38,25569256.72
F,1088,S05,1514,1,0.02,0.505,0.007,72.14285714,68.93209842,51,1565,2.5,2291.49,57.88,5.86,237.66,118.83,22559260.75
F,1088,S15,1514,1,0.014,0.513,0.008,64.125,62.00271238,51,1565,2.3,2292.21,57.92,5.95,238.25,119.125,24905359.96
F,1088,M,1514,2,0.016,0.552,0.007,78.85714286,68.93209842,56,1570,2.3,2292.51,57.58,6.11,239.81,119.905,25578431.14
F,1089,S08,1526,2,0.019,0.34,0.004,85,107.4602601,57,1583,2.3,2292.8,58.15,6.13,239.98,119.99,25665403.83
F,1089,S16,1526,4,0.01,0.331,0.004,82.75,107.4602601,43,1569,2.33,2296.97,57.98,5.49,234.82,117.41,22731130.58
F,1089,S20,1526,4,0.014,0.314,0.005,62.8,90.02424399,56,1582,2.28,2292.78,57.93,5.22,240.11,120.055,22046889.79
F,1087,M,1495,7,0.019,1.181,0.014,84.35714286,39.77262916,63,1558,2.2,2302.94,57.67,6.63,244.97,122.485,29148939.65
F,1087,S04,1495,4,0.02,1.178,0.014,84.14285714,39.77262916,49,1544,2.25,2307.24,57.99,6.98,244.06,122.03,30061799.04
F,1087,S08,1495,8,0.019,1.209,0.01,120.9,51.94243253,52,1547,2.31,2306.56,58.02,7.09,238.39,119.195,29733655.27
F,1087,S12,1495,8,0.02,1.202,0.01,120.2,51.94243253,45,1540,2.49,2311.4,58.05,6.91,236.57,118.285,26940341.69
F,1087,S16,1495,7,0.02,1.19,0.012,99.16666667,44.94691449,67,1562,2.41,2308.95,57.87,7.21,230.8,115.4,29012292.07
F,1087,S20,1495,7,0.016,1.182,0.01,118.2,51.94243253,57,1552,2.43,2310.49,58.04,7.2,230.89,115.445,28752764.44
F,1087,S24,1495,6,0.014,1.185,0.008,148.125,62.00271238,39,1534,2.39,2307.04,58.14,6.82,230.73,115.365,27649729.61
F,1087,S04,1495,10,0.02,1.15,0.009,127.7777778,56.47110389,49,1544,2.3,2313.17,58,6.79,238.3,119.15,28681296.55
F,980,S19,1508,10,0.035,0.744,0.03,24.8,21.72572514,46,1554,2.49,2312.38,58.11,6.97,237.25,118.625,27185788
F,1090,S05,1509,10,0.017,0.779,0.013,59.92307692,42.18126779,50,1559,2.45,2303.93,58.1,6.67,234.61,117.305,26343793.89
F,1090,S10,1509,5,0.027,0.785,0.008,98.125,62.00271238,45,1554,2.78,2306.08,57.96,6.27,264.01,132.005,21844716.09
F,1090,S14,1509,7,0.028,0.791,0.02,39.55,29.96988564,49,1558,2.77,2310.34,58.11,6.95,262.28,131.14,24346146.06
F,1090,S19,1509,11,0.017,0.784,0.016,49,35.77449321,55,1564,2.51,2310.51,58.17,6.29,237.59,118.795,24318347.88
F,1087,S27,1495,9,0.019,1.187,0.011,107.9090909,48.15942887,57,1552,2.36,2309.1,57.93,7.25,234.59,117.295,29793260.59
F,1087,S29,1495,5,0.017,1.215,0.016,75.9375,35.77449321,49,1544,2.43,2307.32,58,6.24,231.09,115.545,24884873.48
F,1087,M,1495,5,0.024,1.16,0.019,61.05263158,31.21470086,89,1584,2.23,2323.61,57.76,6.09,250.87,125.435,26651702.5
F,1087,S04,1495,1,0.02,1.187,0.028,42.39285714,22.94811947,59,1554,2.59,2335.29,58.08,7,249.04,124.52,26508697.3
F,1087,S08,1495,4,0.017,1.182,0.019,62.21052632,31.21470086,45,1540,2.51,2339.89,57.99,6.92,238.72,119.36,27094248.19
F,1087,S19,1495,7,0.029,1.175,0.024,48.95833333,25.93359266,64,1559,2.74,2338.69,58.02,7.87,259.7,129.85,28212795.35
F,1087,S23,1495,7,0.015,1.217,0.019,64.05263158,31.21470086,66,1561,2.86,2337.21,58.02,7.98,271.17,135.585,27389486.14
F,1086,S27,1502,10,0.032,0.7,0.025,28,25.10710746,55,1557,2.62,2341.81,57.9,7.84,248.68,124.34,29431725.07
F,1086,M,1502,9,0.015,0.686,0.027,25.40740741,23.61991192,86,1588,2.25,2335.62,57.61,7.71,243.06,121.53,33614243.04
F,1086,S06,1502,7,0.021,0.721,0.02,36.05,29.96988564,45,1547,2.34,2337.4,58.05,7.87,234.39,117.195,33017273.33
F,1086,S10,1502,8,0.015,0.695,0.015,46.33333333,37.65403131,60,1562,2.29,2334.69,57.91,7.46,238.28,119.14,31943452.87
F,1086,S18,1502,7,0.029,0.693,0.017,40.76470588,34.09448306,90,1592,2.41,2336.77,57.83,7.81,233.29,116.645,31805281.97
F,1086,S22,1502,8,0.017,0.728,0.006,121.3333333,77.89993267,55,1557,2.37,2336.05,58.08,7.31,232.98,116.49,30262197.09
F,1086,S25,1502,1,0.019,0.689,0.024,28.70833333,25.93359266,54,1556,2.53,2335.76,58.11,8.06,239.93,119.965,31253022.74
F,1086,M,1502,8,0.019,0.697,0.023,30.30434783,26.82423957,59,1561,2.36,2329.91,57.68,7.75,235.64,117.82,32134987.5
F,1092,S04,1500,2,0.019,1,0.018,55.55555556,32.58285073,58,1558,2.56,2331.04,58.04,7.96,243.25,121.625,30441925.5
F,1092,S08,1500,5,0.021,1.063,0.015,70.86666667,37.65403131,52,1552,2.64,2333.56,57.92,7.87,252.21,126.105,29217231.91
F,1092,S15,1500,2,0.015,1.056,0.014,75.42857143,39.77262916,56,1556,2.6,2331.87,57.92,7.71,247.78,123.89,29042543.98
F,1092,S23,1500,6,0.019,1.052,0.015,70.13333333,37.65403131,59,1559,2.34,2330.55,57.88,7.49,232.67,116.335,31330958.08
F,1088,S27,1514,2,0.018,0.549,0.009,61,56.47110389,46,1560,2.51,2328.98,58.17,6.03,236.93,118.465,23499500.99
F,1088,M,1514,3,0.021,0.518,0.008,64.75,62.00271238,54,1568,2.3,2324.93,57.35,5.62,242.6,121.3,23859846.83
F,1088,S04,1514,3,0.028,0.54,0.025,21.6,25.10710746,53,1567,2.27,2339.98,58,5.33,242.54,121.27,23076119.95
